,idx,smiles
900,25640,O=[CH:14][CH2:13][CH2:12][CH2:11][CH2:10][CH2:9][CH2:8][CH2:7][CH2:6][CH2:5][CH3:4].[Mg+][CH:2]=[CH2:1]>[Br-].[Cl-].[NH4+]>O[CH:14]([CH:2]=[CH2:1])[CH2:13][CH2:12][CH2:11][CH2:10][CH2:9][CH2:8][CH2:7][CH2:6][CH2:5][CH3:4]
901,25719,O=C=[N:17][c:18]1[c:19]([F:20])[cH:21][cH:22][cH:23][c:24]1[F:25].[NH2:8][c:9]1[cH:10][cH:11][n:12][cH:13][cH:14]1>Cc1ccccc1>O=C([NH:8][c:9]1[cH:10][cH:11][n:12][cH:13][cH:14]1)[NH:17][c:18]1[c:19]([F:20])[cH:21][cH:22][cH:23][c:24]1[F:25]
902,25775,C[C@@H]1CN(C)CCN1c1c(F)[c:44]([NH:45][NH2:46])[n:43][c:41]([Cl:42])[n:40]1.O[C:64]([C@@H:57]([CH2:56][N:55](OCc1ccccc1)[CH:54]=[O:53])[CH2:58][CH:59]1[CH2:60][CH2:61][CH2:62][CH2:63]1)=[O:65]>CCOCC.CN1CCOCC1.C[CH:11]([N:7]([CH2:6][CH3:5])[CH:8]([CH3:9])[CH3:10])[CH3:13].C[CH:2]([CH3:3])[OH:4].C[N:20](C)[CH:22]=O.ClCCCl.On1nn[c:79]2[cH:80][cH:81][cH:82]n[c:84]12>F[c:13]1[c:11]([N:7]2[CH2:6][CH2:5][N:20]([CH3:22])[CH2:9][C@H:8]2[CH3:10])[n:40][c:41]([Cl:42])[n:43][c:44]1[NH:45][NH:46][C:64]([C@@H:57]([CH2:56][N:55]([O:4][CH2:2][c:3]1[cH:82][cH:81][cH:80][cH:79][cH:84]1)[CH:54]=[O:53])[CH2:58][CH:59]1[CH2:60][CH2:61][CH2:62][CH2:63]1)=[O:65]
903,25782,C(\c1ccncc1)=[CH:8]/[c:7]1[cH:6][n:5][c:4]2[c:17]([cH:16]1)[C:18](=[O:19])[N:20]([CH3:21])[c:22]1[cH:23][cH:24][cH:25][n:26][c:27]1[N:3]2[CH2:2][CH3:1]>CCO[C:31](=O)[CH3:32].O=[Pt]>C([CH2:8][c:7]1[cH:6][n:5][c:4]2[c:17]([cH:16]1)[C:18](=[O:19])[N:20]([CH3:21])[c:22]1[cH:23][cH:24][cH:25][n:26][c:27]1[N:3]2[CH2:2][CH3:1])[c:31]1[cH:1][cH:2][n:3][cH:4][cH:32]1
904,25811,CCOC(=O)/C(OCC)=[CH:10]/[c:11]1[cH:12][cH:13][c:14]2[nH:15][cH:16][cH:17][c:18]2[cH:19]1>[CH3:1][CH2:2][OH:3].[H][H].[Pd]>CCOC(C(=O)[O:3][CH2:2][CH3:1])[CH2:10][c:11]1[cH:12][cH:13][c:14]2[nH:15][cH:16][cH:17][c:18]2[cH:19]1
905,25843,O=[C:8]([CH:7]=[C:6]=[CH2:5])[CH2:10][CH2:11][CH2:12][CH3:13].[Mg+][CH2:3][C:2]#[CH:1]>[Br-].[Cl-].[NH4+]>O[C:8]([CH2:3][C:2]#[CH:1])([CH:7]=[C:6]=[CH2:5])[CH2:10][CH2:11][CH2:12][CH3:13]
906,25863,N#[C:32][c:31]1[c:26]([CH2:25][O:24][c:23]2[cH:22][c:20]([CH3:21])[n:19]([CH2:18][c:17]3[cH:16][cH:15][c:14]([O:13][CH3:12])[cH:41][c:38]3[O:39][CH3:40])[c:36](=[O:37])[c:34]2[CH3:35])[cH:27][cH:28][cH:29][cH:30]1>B.C1CCOC1.C1CCOC1>N[CH2:32][c:31]1[c:26]([CH2:25][O:24][c:23]2[cH:22][c:20]([CH3:21])[n:19]([CH2:18][c:17]3[cH:16][cH:15][c:14]([O:13][CH3:12])[cH:41][c:38]3[O:39][CH3:40])[c:36](=[O:37])[c:34]2[CH3:35])[cH:27][cH:28][cH:29][cH:30]1
907,25999,COC(=O)c1nc[c:19]2[c:20]([cH:21][c:22]([C:23]#[C:24][c:25]3cc[cH:28][cH:29][cH:30]3)[c:31](=O)[n:33]2[CH2:34][c:35]2[cH:36][cH:37][cH:38][cH:39][cH:40]2)[c:41]1O>CO.C[CH2:5][O:6][C:7]([CH3:8])=[O:9].[CH3:1][CH2:2][OH:3].[Pd]>O=[c:19]1[c:20]([CH2:21][CH2:22][c:23]2[cH:24][cH:25][cH:30][cH:29][cH:28]2)[cH:41][c:1]2[c:2]([OH:3])[c:8]([C:7]([O:6][CH3:5])=[O:9])nc[c:31]2[n:33]1[CH2:34][c:35]1[cH:36][cH:37][cH:38][cH:39][cH:40]1
908,26004,O=[C:15]([CH:5]([CH2:4][CH2:3][CH2:2][CH3:1])[NH:6][C:7](=[O:8])[c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1)[CH2:17][N:18]([CH3:19])[C:20](=[O:21])[N:22]1[CH2:23][CH2:24][CH2:25][C@H:26]1[C:27](=[O:28])[OH:29]>[BH4-].[Na+]>O[CH:15]([CH:5]([CH2:4][CH2:3][CH2:2][CH3:1])[NH:6][C:7](=[O:8])[c:9]1[cH:10][cH:11][cH:12][cH:13][cH:14]1)[CH2:17][N:18]([CH3:19])[C:20](=[O:21])[N:22]1[CH2:23][CH2:24][CH2:25][C@H:26]1[C:27](=[O:28])[OH:29]
909,26009,CS(=O)(=O)c1cc[c:52]([S:53][CH2:54][C:55]([F:56])([F:57])[F:58])[c:59]([C:60](O)=[O:61])c1.[F:69][c:70]1[cH:71][c:72]([C:73]([F:74])([F:75])[F:76])[cH:77][n:78][c:79]1[N:80]1[CH2:81][CH2:82][NH:83][CH2:84][CH2:85]1>CCCCCCC.CCN(C(C)C)C(C)C.CCOC(C)=O.CN(C)C(On1nnc2ccccc21)=[N+](C)C.F[B-](F)(F)F.O1[CH2:3][CH2:2][CH2:1][CH2:5]1>CS(=O)(=O)[c:1]1[cH:2][cH:3][c:52]([S:53][CH2:54][C:55]([F:56])([F:57])[F:58])[c:59]([C:60](=[O:61])[N:83]2[CH2:82][CH2:81][N:80]([c:79]3[c:70]([F:69])[cH:71][c:72]([C:73]([F:74])([F:75])[F:76])[cH:77][n:78]3)[CH2:85][CH2:84]2)[cH:5]1
910,26050,O=C=[N:35][c:34]1[cH:33][cH:32][c:31]([O:30][CH3:29])[c:39]([O:40][CH3:41])[cH:38]1.[CH3:6][CH2:7][C:8](=[O:9])[c:10]1[cH:11][c:12]([NH2:13])[cH:14][cH:15][c:16]1[O:17][CH2:18][c:19]1[cH:20][cH:21][c:22]([C:23]([CH3:24])([CH3:25])[CH3:26])[cH:27][cH:28]1>C1CCOC1>O=C([NH:13][c:12]1[cH:11][c:10]([C:8]([CH2:7][CH3:6])=[O:9])[c:16]([O:17][CH2:18][c:19]2[cH:20][cH:21][c:22]([C:23]([CH3:24])([CH3:25])[CH3:26])[cH:27][cH:28]2)[cH:15][cH:14]1)[NH:35][c:34]1[cH:33][cH:32][c:31]([O:30][CH3:29])[c:39]([O:40][CH3:41])[cH:38]1
911,26061,CN=[C:6]1[CH2:7][CH2:8][CH:9]([c:10]2[cH:11][cH:12][c:13]([Cl:14])[c:15]([Cl:16])[cH:17]2)[c:18]2[cH:19][cH:20][cH:21][cH:22][c:23]21>CCO.Clc1ccccc1Cl.[H][H].[Ni]>CN[C@H:6]1[CH2:7][CH2:8][C@@H:9]([c:10]2[cH:11][cH:12][c:13]([Cl:14])[c:15]([Cl:16])[cH:17]2)[c:18]2[cH:19][cH:20][cH:21][cH:22][c:23]21
912,26082,CC[C@H]([C@H](N)C(=O)OC)[O:13][CH2:14][c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1.COC(=O)[C@H](NC(=O)c1[cH:67][c:68]2[cH:69][cH:70][cH:71][cH:72][c:73]2[cH:74][c:75]1[NH2:76])C(C)C>CC(C)[C@@H](N)[C:51](=O)[O:50]C.CC[N:3]([CH:4](C)[CH3:6])[CH:7]([CH3:8])[CH3:9].CN(C)C(On1nn[c:35]2cccn[c:40]12)=[N+](C)C.CN(C)C=O.F[P-](F)(F)(F)(F)F.Nc1cc2ccccc2cc1C(=O)O.[OH2:101]>O=[C:8]([C@@H:7]([NH:3][C:4]([c:6]1[cH:67][c:68]2[cH:69][cH:70][cH:71][cH:72][c:73]2[cH:74][c:75]1[NH2:76])=[O:101])[C@H:9]([O:13][CH2:14][c:15]1[cH:16][cH:17][cH:18][cH:19][cH:20]1)[CH2:35][CH3:40])[O:50][CH3:51]
913,26111,O=[CH:24][c:23]1[c:5]([CH2:6][N:7]([C:8](=[O:9])[O:10][C:11]([CH3:12])([CH3:13])[CH3:14])[c:15]2[cH:16][cH:17][c:18]([C:19]#[N:20])[cH:21][cH:22]2)[cH:4][n:3][c:2]([CH3:1])[c:26]1[O:27][CH2:28][c:29]1[cH:30][cH:31][cH:32][c:33]([C:34]#[N:35])[cH:36]1.[Mg+][CH:39]1[CH2:40][CH2:41]1>[Br-]>O[CH:24]([c:23]1[c:5]([CH2:6][N:7]([C:8](=[O:9])[O:10][C:11]([CH3:12])([CH3:13])[CH3:14])[c:15]2[cH:16][cH:17][c:18]([C:19]#[N:20])[cH:21][cH:22]2)[cH:4][n:3][c:2]([CH3:1])[c:26]1[O:27][CH2:28][c:29]1[cH:30][cH:31][cH:32][c:33]([C:34]#[N:35])[cH:36]1)[CH:39]1[CH2:40][CH2:41]1
914,26144,CC(C)(C)OC(=O)C1[N:50]([CH3:49])[C:51](=[O:52])[NH:53][CH2:54]1.Cl[c:69]1[n:68][cH:67][cH:66][c:65]([O:64][CH3:63])[n:71]1>CC1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2Oc2c(P(c3ccccc3)c3ccccc3)cccc21.O1[CH2:2][CH2:1][O:6][CH2:5][CH2:4]1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C([O-])[O-].[Cs+].[Cs+].[OH2:72].[Pd].[Pd]>C[C:1](C)([CH3:2])[O:6][C:5]([CH:4]1[CH2:49][N:50]([c:69]2[n:68][cH:67][cH:66][c:65]([O:64][CH3:63])[n:71]2)[C:51](=[O:52])[N:53]1[CH3:54])=[O:72]
915,26180,Br[CH2:3][CH:2]=[CH2:1].CCO[P:8]([O:7][CH2:6][CH3:5])[O:9][CH2:10][CH3:11]>>O=[P:8]([CH2:3][CH:2]=[CH2:1])([O:7][CH2:6][CH3:5])[O:9][CH2:10][CH3:11]
916,26204,CC(C)(C)O[C:20](=O)[N:22]1CCC(Oc2ccc(N)cc2)[CH2:24][CH2:23]1.Cl[c:88]1[n:87][cH:86][c:85]([CH3:84])[c:91]([CH2:92][CH2:93][c:94]2[cH:95][cH:96][cH:97][cH:98][c:99]2[CH2:100][C:101]([NH2:102])=[O:103])[n:90]1>CCO[C:81](=O)[CH3:82].C[C:37]1(C)c2cccc(P(c3ccccc3)c3ccccc3)c2O[c:59]2c(P(c3ccccc3)c3ccccc3)cc[cH:76][c:77]21.C[C:8](=[O:9])[O-:10].O.O1[CH2:2][CH2:1][O:6][CH2:5][CH2:4]1.O=C([O-])[O-].O=[C:12]([O-])[CH3:11].[Cs+].[Cs+].[Pd+2]>N([c:12]1[cH:11][cH:2][c:1]([O:6][CH:5]2[CH2:4][CH2:20][N:22]([C:8](=[O:9])[O:10][C:77]([CH3:37])([CH3:59])[CH3:76])[CH2:23][CH2:24]2)[cH:81][cH:82]1)[c:88]1[n:87][cH:86][c:85]([CH3:84])[c:91]([CH2:92][CH2:93][c:94]2[cH:95][cH:96][cH:97][cH:98][c:99]2[CH2:100][C:101]([NH2:102])=[O:103])[n:90]1
917,26219,c1ccc([N:4]([C:2]([CH3:1])=[O:3])[C:5]2=[CH:6][CH:7]([CH3:8])[N:9]([CH2:10]c3ccccc3)[c:17]3[cH:18][cH:19][cH:20][cH:21][c:22]32)cc1>CO.ClCCl>c1ccc([N:4]([C:2]([CH3:1])=[O:3])[CH:5]2[CH2:8][CH:7]([CH3:6])[N:9]([CH2:10]c3ccccc3)[c:17]3[cH:18][cH:19][cH:20][cH:21][c:22]32)cc1
918,26245,C[C:13]1([CH3:12])OB(c2ccc(O)cc2C=O)O[C:27]1(C)C.Fc1cnc2c(c1)[c:74](=[O:75])[n:73]([C@@H:72]1[CH2:71][CH2:70][C@H:69]([NH:68][C:67](=[O:66])[c:95]3[cH:96][n:97]4[cH:98][c:99]([F:100])[cH:101][cH:102][c:103]4[n:104]3)[CH2:94][CH2:93]1)[c:91](=[O:92])n2-c1cccc(I)c1>CCOC(C)=O.COc1cc[cH:41][c:42](OC)[c:45]1-[c:46]1[cH:47][cH:48][cH:49][cH:50][c:51]1P(C1CCCCC1)C1CCCCC1.O.O=C([O-])[O-].O=[C:5]([CH3:4])[O-:7].[CH3:1][C:2]#[N:3].[K+].[K+].[O-][C:9]([CH3:8])=[O:10].[Pd+2]>F[c:13]1[cH:12][c:1]2[c:2](n[cH:27]1)[n:3](-[c:48]1[cH:47][c:46](-[c:45]3[c:8]([CH:9]=[O:10])[cH:4][c:5]([OH:7])[cH:41][cH:42]3)[cH:51][cH:50][cH:49]1)[c:74](=[O:75])[n:73]([C@@H:72]1[CH2:71][CH2:70][C@H:69]([NH:68][C:67](=[O:66])[c:95]3[cH:96][n:97]4[cH:98][c:99]([F:100])[cH:101][cH:102][c:103]4[n:104]3)[CH2:94][CH2:93]1)[c:91]2=[O:92]
919,26301,O=Cc1cc(Br)c([N+:26](=[O:27])[O-:28])cc1[N+](=O)[O-].OB(O)C1CC1>CCO[C:4]([CH3:5])=[O:6].O=C([O-])[O-].[CH3:7][c:8]1[cH:9][cH:10][cH:11][cH:12][cH:13]1.[Na+].[Na+].[OH2:14].[Pd].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1>[O-][N+]([c:7]1[c:5]([CH:4]=[O:6])c[c:12]([CH:11]2[CH2:9][CH2:10]2)[c:13]([N+:26](=[O:27])[O-:28])[cH:8]1)=[O:14]
920,26367,O=C=[N:15][c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1.[CH3:1][O:2][C:3](=[O:4])[c:5]1[cH:6][cH:7][c:8]([NH2:9])[c:10]([OH:11])[cH:12]1>>O=C([NH:9][c:8]1[cH:7][cH:6][c:5]([C:3]([O:2][CH3:1])=[O:4])[cH:12][c:10]1[OH:11])[NH:15][c:16]1[cH:17][cH:18][cH:19][cH:20][cH:21]1
921,26371,O[CH:33]([CH:24]([NH:23][C:21]([CH:4]([CH2:3][CH2:2][CH3:1])[CH2:5][C:6](=[O:7])[n:8]1[c:9]2[cH:10][cH:11][cH:12][cH:13][c:14]2[c:15]2[cH:16][cH:17][cH:18][cH:19][c:20]12)=[O:22])[CH2:25][C:26](=[O:27])[O:28][C:29]([CH3:30])([CH3:31])[CH3:32])[CH2:35][F:36]>ClCCl>O=[C:33]([CH:24]([NH:23][C:21]([CH:4]([CH2:3][CH2:2][CH3:1])[CH2:5][C:6](=[O:7])[n:8]1[c:9]2[cH:10][cH:11][cH:12][cH:13][c:14]2[c:15]2[cH:16][cH:17][cH:18][cH:19][c:20]12)=[O:22])[CH2:25][C:26](=[O:27])[O:28][C:29]([CH3:30])([CH3:31])[CH3:32])[CH2:35][F:36]
922,26376,N#[C:12][c:11]1[cH:10][cH:9][c:8]([NH:7][S:4]([CH3:3])(=[O:5])=[O:6])[c:15]([F:16])[cH:14]1>CO.[H][H].[Ni]>N[CH2:12][c:11]1[cH:10][cH:9][c:8]([NH:7][S:4]([CH3:3])(=[O:5])=[O:6])[c:15]([F:16])[cH:14]1
923,26386,CO[c:57]1c(-c2cc(Cl)ncc2F)c[cH:61][c:59]([F:60])[cH:58]1.OC[c:75]1[cH:74][c:73]([NH2:72])[n:80][cH:79][cH:78]1>C1O[CH2:4][CH2:5][O:6][CH2:1]1.CCOC(C)=O.C[C:8]1(C)[c:10]2cccc(P(c3ccccc3)c3ccccc3)c2[O:29][c:30]2c(P(c3ccccc3)c3ccccc3)c[cH:46][cH:47][c:48]21.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C([O-])[O-].[Cs+].[Cs+].[Pd].[Pd]>F[c:78]1[c:75](-[c:4]2[c:5]([O:6][CH3:1])[cH:61][c:59]([F:60])[cH:58][cH:57]2)[cH:74][c:73]([NH:72][c:10]2n[cH:46][cH:47][c:48]([CH2:30][OH:29])[cH:8]2)[n:80][cH:79]1
924,26397,O=C=[N:24][c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1.[NH2:9][c:10]1[n:11][c:12]([NH:13][c:14]2[cH:15][cH:16][cH:17][n:18][cH:19]2)[n:20][nH:21]1>C1CCOC1.ClCCl>O=C([n:21]1[c:10]([NH2:9])[n:11][c:12]([NH:13][c:14]2[cH:15][cH:16][cH:17][n:18][cH:19]2)[n:20]1)[NH:24][c:25]1[cH:26][cH:27][cH:28][cH:29][cH:30]1
925,26424,O=C=[N:22][c:23]1[cH:24][c:25]([Cl:26])[cH:27][c:28]([Cl:29])[cH:30]1.[CH3:1][N:2]([CH3:3])[CH2:4][CH2:5][CH:6]([OH:7])[c:8]1[cH:9][cH:10][c:11](-[c:12]2[cH:13][cH:14][n:15][cH:16][cH:17]2)[cH:18][cH:19]1>>O=C([O:7][CH:6]([CH2:5][CH2:4][N:2]([CH3:1])[CH3:3])[c:8]1[cH:9][cH:10][c:11](-[c:12]2[cH:13][cH:14][n:15][cH:16][cH:17]2)[cH:18][cH:19]1)[NH:22][c:23]1[cH:24][c:25]([Cl:26])[cH:27][c:28]([Cl:29])[cH:30]1
926,26428,O=C=[N:7][c:6]1[cH:5][cH:4][cH:3][c:2]([CH3:1])[cH:10]1.[NH2:11][CH:12]1[N:13]=[C:14]([c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[c:21]2[cH:22][cH:23][cH:24][cH:25][c:26]2[N:27]([CH2:28][C:29](=[O:30])[c:31]2[cH:32][cH:33][cH:34][n:35][cH:36]2)[C:37]1=[O:38]>>O=C([NH:7][c:6]1[cH:5][cH:4][cH:3][c:2]([CH3:1])[cH:10]1)[NH:11][CH:12]1[N:13]=[C:14]([c:15]2[cH:16][cH:17][cH:18][cH:19][cH:20]2)[c:21]2[cH:22][cH:23][cH:24][cH:25][c:26]2[N:27]([CH2:28][C:29](=[O:30])[c:31]2[cH:32][cH:33][cH:34][n:35][cH:36]2)[C:37]1=[O:38]
927,26476,S=C=[N:8][C:7]1([N:6]=[N:5][C:2]([CH3:1])([CH3:3])[CH3:4])[CH2:11][CH2:12][CH2:13][CH2:14][CH2:15]1.[CH3:16][C:17]([CH3:18])([CH3:19])[NH:20][NH2:21]>CCCCC>S=C([NH:8][C:7]1([N:6]=[N:5][C:2]([CH3:1])([CH3:3])[CH3:4])[CH2:11][CH2:12][CH2:13][CH2:14][CH2:15]1)[NH:21][NH:20][C:17]([CH3:16])([CH3:18])[CH3:19]
928,26487,ON=[C:13]1[c:14]2[cH:15][c:16]([Br:17])[c:18]([F:19])[cH:20][c:21]2[CH:22]2[CH2:23][CH:24]1[CH2:25]2>C1COCCO1.O=S(Cl)Cl>O=[C:13]1N[CH:24]2[CH2:23][CH:22]([c:21]3[c:14]1[cH:15][c:16]([Br:17])[c:18]([F:19])[cH:20]3)[CH2:25]2
929,26497,N#[C:23][CH:22]([c:21]1[cH:20][cH:19][c:18](-[c:17]2[c:12]([CH2:11][CH2:10][CH2:9][O:8][CH3:7])[cH:13][cH:14][cH:15][cH:16]2)[cH:36][c:34]1[CH3:35])[CH2:25][c:26]1[cH:27][c:28]([F:29])[cH:30][c:31]([F:32])[cH:33]1>B.C1CCOC1.CSC.CSC>N[CH2:23][CH:22]([c:21]1[cH:20][cH:19][c:18](-[c:17]2[c:12]([CH2:11][CH2:10][CH2:9][O:8][CH3:7])[cH:13][cH:14][cH:15][cH:16]2)[cH:36][c:34]1[CH3:35])[CH2:25][c:26]1[cH:27][c:28]([F:29])[cH:30][c:31]([F:32])[cH:33]1
930,26652,O=C=[N:7][c:6]1[cH:5][cH:4][cH:3][c:2]([CH3:1])[cH:10]1.[NH2:11][c:12]1[n:13][c:14]([N:15]2[CH2:16][CH2:17][NH:18][CH2:19][CH2:20]2)[c:21]2[n:22][c:23](-[c:24]3[cH:25][cH:26][cH:27][n:28][cH:29]3)[s:30][c:31]2[n:32]1>>O=C([NH:7][c:6]1[cH:5][cH:4][cH:3][c:2]([CH3:1])[cH:10]1)[N:18]1[CH2:17][CH2:16][N:15]([c:14]2[n:13][c:12]([NH2:11])[n:32][c:31]3[c:21]2[n:22][c:23](-[c:24]2[cH:25][cH:26][cH:27][n:28][cH:29]2)[s:30]3)[CH2:20][CH2:19]1
931,26689,N[C@@H]1C(=O)N(CC(=O)OCc2ccccc2)c2c[cH:47][cH:46][cH:45][c:44]2[C:42](=[O:43])[CH2:41]1.O=C(O)[c:22]1[cH:21][c:20]([CH3:19])[c:29]([OH:30])[c:27]([CH3:28])[cH:26]1>CC[O:10][C:11](C)=O.C[N:15](C)[CH:17]=[O:18].Cl.ClCCCl.ClCCl.On1nn[c:68]2[cH:69][cH:70][cH:71][cH:72][c:73]12.[CH3:1][CH2:2][N:3]([CH2:4][CH3:5])[CH2:6][CH3:7]>O=[C:5]([CH2:4][N:3]1[c:2]2[cH:1][cH:47][cH:46][cH:45][c:44]2[C:42](=[O:43])[CH2:41][C@H:7]([NH:15][C:17](=[O:18])[c:22]2[cH:21][c:20]([CH3:19])[c:29]([OH:30])[c:27]([CH3:28])[cH:26]2)[C:6]1=O)[O:10][CH2:11][c:68]1[cH:69][cH:70][cH:71][cH:72][cH:73]1
932,26705,N#[C:24][c:23]1[cH:22][cH:21][c:20](-[c:19]2[n:18][c:16]3[c:15]([cH:14][cH:13][c:12]([C:10]([NH:9][CH2:8][CH2:7][C:5]([O:4][CH3:3])=[O:6])=[O:11])[cH:17]3)[n:28]2[CH2:29][CH2:30][CH2:31][NH2:32])[cH:27][cH:26]1>CO.Cl.[H][H].[Pd]>N[CH2:24][c:23]1[cH:22][cH:21][c:20](-[c:19]2[n:18][c:16]3[c:15]([cH:14][cH:13][c:12]([C:10]([NH:9][CH2:8][CH2:7][C:5]([O:4][CH3:3])=[O:6])=[O:11])[cH:17]3)[n:28]2[CH2:29][CH2:30][CH2:31][NH2:32])[cH:27][cH:26]1
933,26730,CC(C)CSc1cc[c:14]([S:15]([CH3:16])(=[O:17])=[O:18])[cH:19]c1C(=O)O.[F:68][c:69]1[cH:70][c:71]([C:72]([F:73])([F:74])[F:75])[cH:76][n:77][c:78]1[N:79]1[CH2:80][CH2:81][NH:82][CH2:83][CH2:84]1>CCCC[CH2:28][CH2:29][CH3:30].CCN(C(C)C)C(C)C.CCO[C:43](C)=[O:45].CN(C)C(On1nnc2ccccc21)=[N+](C)C.F[B-](F)(F)F.O1[CH2:3][CH2:2][CH2:1][CH2:5]1>C[CH:29]([CH2:28]S[c:1]1[cH:2][cH:3][c:14]([S:15]([CH3:16])(=[O:17])=[O:18])[cH:19][c:5]1[C:43](=[O:45])[N:82]1[CH2:81][CH2:80][N:79]([c:78]2[c:69]([F:68])[cH:70][c:71]([C:72]([F:73])([F:74])[F:75])[cH:76][n:77]2)[CH2:84][CH2:83]1)[CH3:30]
934,26744,CCC=[C:4]([CH2:5][CH2:6][CH3:7])[c:8]1[cH:9][n:10][c:11](-[c:12]2[c:13]([CH2:14][CH3:15])[cH:16][cH:17][cH:18][c:19]2[CH2:20][CH3:21])[cH:22][c:23]1[O:24][CH3:25]>CO.[Pd]>CCC[CH:4]([CH2:5][CH2:6][CH3:7])[c:8]1[cH:9][n:10][c:11](-[c:12]2[c:13]([CH2:14][CH3:15])[cH:16][cH:17][cH:18][c:19]2[CH2:20][CH3:21])[cH:22][c:23]1[O:24][CH3:25]
935,26791,N#[C:12][CH:13]([c:14]1[cH:15][cH:16][c:17]([Cl:18])[cH:19][cH:20]1)[C:21]1([OH:22])[CH2:23][CH2:24][CH2:25][CH2:26][CH2:27]1>C1CCOC1.C1CCOC1.O.O=S(=O)(O)O.[Al+3].[H-].[H-].[H-].[H-].[Li+].[Na+].[OH-]>N[CH2:12][CH:13]([c:14]1[cH:15][cH:16][c:17]([Cl:18])[cH:19][cH:20]1)[C:21]1([OH:22])[CH2:23][CH2:24][CH2:25][CH2:26][CH2:27]1
936,26806,O=C=[N:7][c:6]1[cH:5][cH:4][c:3]([O:2][CH3:1])[cH:11][cH:10]1.[NH2:12][CH2:13][CH2:14][CH2:15][N:16]1[CH2:17][c:18]2[cH:19][cH:20][cH:21][cH:22][c:23]2[CH2:24][CH:25]1[CH2:26][c:27]1[cH:28][cH:29][c:30]([F:31])[cH:32][cH:33]1>>O=C([NH:7][c:6]1[cH:5][cH:4][c:3]([O:2][CH3:1])[cH:11][cH:10]1)[NH:12][CH2:13][CH2:14][CH2:15][N:16]1[CH2:17][c:18]2[cH:19][cH:20][cH:21][cH:22][c:23]2[CH2:24][CH:25]1[CH2:26][c:27]1[cH:28][cH:29][c:30]([F:31])[cH:32][cH:33]1
937,26832,N#[C:18][CH:17]([N:16]1[CH2:15][CH2:14][N:13]([C:11]([O:10][C:7]([CH3:6])([CH3:8])[CH3:9])=[O:12])[CH2:28][CH2:27]1)[c:20]1[cH:21][cH:22][cH:23][cH:24][c:25]1[F:26]>C1CCOC1.O.[Al+3].[H-].[H-].[H-].[H-].[Li+].[Na+].[OH-]>N[CH2:18][CH:17]([N:16]1[CH2:15][CH2:14][N:13]([C:11]([O:10][C:7]([CH3:6])([CH3:8])[CH3:9])=[O:12])[CH2:28][CH2:27]1)[c:20]1[cH:21][cH:22][cH:23][cH:24][c:25]1[F:26]
938,26855,OCC1CCCCN1.S=C=[N:23][c:24]1[cH:25][cH:26][cH:27][cH:28][c:29]1[Cl:30]>CC[N:8]([CH2:7][CH3:6])[CH2:11]C.[CH2:1]1[CH2:2][CH2:3][O:4][CH2:5]1>S=[C:11]([N:8]1[CH:2]([CH2:3][OH:4])[CH2:1][CH2:5][CH2:6][CH2:7]1)[NH:23][c:24]1[cH:25][cH:26][cH:27][cH:28][c:29]1[Cl:30]
939,26894,CNC(=O)c1nc(Br)cnc1N.OB(O)[c:44]1[cH:43][cH:42][c:41]([C:32](=[O:31])[O:33][CH2:34][c:35]2[cH:36][cH:37][cH:38][cH:39][cH:40]2)[cH:49][cH:48]1>CC[N:3]([CH2:4][CH3:5])[CH2:6][CH3:7].C[N:9]([CH3:8])[CH:11]=[O:12].ClCCl.Cl[Pd]Cl.[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1>N[c:4]1[n:3][cH:6][c:7](-[c:44]2[cH:43][cH:42][c:41]([C:32](=[O:31])[O:33][CH2:34][c:35]3[cH:36][cH:37][cH:38][cH:39][cH:40]3)[cH:49][cH:48]2)n[c:5]1[C:11]([NH:9][CH3:8])=[O:12]
