23492,"S=C=[N:3][C:4]([CH2:6][c:7]1[cH:12][cH:11][cH:10][cH:9][cH:8]1)=[O:5].[NH2:13][c:14]1[cH:30][c:28]([F:29])[c:17]([O:18][c:19]2[c:27]3[c:23]([nH:24][cH:25][cH:26]3)[n:22][cH:21][n:20]2)[cH:16][cH:15]1>CCO.Cc1ccccc1>S=C([NH:3][C:4]([CH2:6][c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1)=[O:5])[NH:13][c:14]1[cH:30][c:28]([F:29])[c:17]([O:18][c:19]2[c:27]3[c:23]([nH:24][cH:25][cH:26]3)[n:22][cH:21][n:20]2)[cH:16][cH:15]1"
23506,"C[Mg+].O=[CH:4][c:5]1[c:10](-[c:11]2[cH:16][cH:15][cH:14][cH:13][cH:12]2)[o:9][n:8][c:6]1[CH3:7]>C1COCC1.CCOC(=O)C.Cl.[Br-]>C[CH:4]([c:5]1[c:10](-[c:11]2[cH:16][cH:15][cH:14][cH:13][cH:12]2)[o:9][n:8][c:6]1[CH3:7])O"
23509,"O=C(C=[CH:5][C:6]12[CH2:30][CH2:29][C:9]([CH2:27][CH2:28]1)([c:10]1[n:26][c:25]3[c:12]([c:13]([n:15]([c:19]([n:21]3[CH2:22][CH2:23][CH3:24])=[O:20])[CH2:16][CH2:17][CH3:18])=[O:14])[nH:11]1)[CH2:8][CH2:7]2)O>CO.[Pd]>O=C(O)C[CH2:5][C:6]12[CH2:7][CH2:8][C:9]([CH2:29][CH2:30]1)([c:10]1[n:26][c:25]3[c:12]([c:13]([n:15]([c:19]([n:21]3[CH2:22][CH2:23][CH3:24])=[O:20])[CH2:16][CH2:17][CH3:18])=[O:14])[nH:11]1)[CH2:27][CH2:28]2"
23513,"O=C=[N:3][c:4]1[cH:11][c:9]([Cl:10])[c:7]([F:8])[cH:6][cH:5]1.[CH3:12][C@@H:13]1[N:34]([C:35]([O:37][C:38]([CH3:41])([CH3:40])[CH3:39])=[O:36])[CH2:33][C@@H:31]([CH3:32])[N:15]([CH2:16][CH2:17][CH2:18][NH:19][CH:20]2[CH2:30][c:29]3[c:23]([cH:24][cH:25][c:26]([cH:28]3)[Br:27])[O:22][CH2:21]2)[CH2:14]1>ClCCl>O=C([NH:3][c:4]1[cH:11][c:9]([Cl:10])[c:7]([F:8])[cH:6][cH:5]1)[N:19]([CH:20]1[CH2:30][c:29]2[c:23]([cH:24][cH:25][c:26]([cH:28]2)[Br:27])[O:22][CH2:21]1)[CH2:18][CH2:17][CH2:16][N:15]1[C@H:31]([CH3:32])[CH2:33][N:34]([C:35]([O:37][C:38]([CH3:39])([CH3:41])[CH3:40])=[O:36])[C@@H:13]([CH3:12])[CH2:14]1"
23527,"[CH3:1][CH2:2][C:3]1(CCCCC1)[CH:4]=[C:5]1[CH2:24][c:9]2[c:10]([cH:21][cH:22][cH:23][c:8]2[C:6]1=[O:7])-c1ccc(C(C)(C)C)cc1>CCOC(=O)C.[H][H].[Pd]>[CH3:22][CH2:21][C:10]1(CCCCC1)[CH2:9][CH:8]1[C:6](=[O:7])[c:5]2[cH:4][cH:3][cH:2][c:1](-c3ccc(C(C)(C)C)cc3)[c:24]2[CH2:23]1"
23561,"CC(C=[CH:5][c:6]1[cH:27][c:26]2[c:9]([nH:10][cH:11][c:12]2[CH2:13][C@@H:14]2[N:18]([CH2:19][CH2:20][C:21]([N:23]([CH3:25])[CH3:24])=[O:22])[CH2:17][CH2:16][CH2:15]2)[cH:8][cH:7]1)=O>CO.[Pd]>CC(C[CH2:5][c:6]1[cH:27][c:26]2[c:9]([nH:10][cH:11][c:12]2[CH2:13][C@@H:14]2[N:18]([CH2:19][CH2:20][C:21]([N:23]([CH3:25])[CH3:24])=[O:22])[CH2:17][CH2:16][CH2:15]2)[cH:8][cH:7]1)=O"
23594,"Br[c:2]1[s:7][cH:6][n:5][c:3]1[CH3:4].[CH3:8][C:9]([O:12][C:13]([N:15]1[CH2:20][CH2:19][NH:18][CH2:17][CH2:16]1)=[O:14])([CH3:11])[CH3:10]>C1COCCO1.CC([O-])(C)C.CCOC(=O)C.COc1c(-c2c(C(C)C)cc(C(C)C)cc2C(C)C)c(P(C2CCCCC2)C2CCCCC2)c(OC)cc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.[Na+].[Pd].[Pd]>[CH3:11][C:9]([O:12][C:13]([N:15]1[CH2:20][CH2:19][N:18]([c:2]2[s:7][cH:6][n:5][c:3]2[CH3:4])[CH2:17][CH2:16]1)=[O:14])([CH3:8])[CH3:10]"
23595,"O=C=[N:3][CH2:4][c:5]1[cH:10][cH:9][cH:8][cH:7][cH:6]1.[CH3:11][CH2:12][NH:13][CH2:14][c:15]1[c:22](-[c:23]2[c:33]([O:34][CH3:35])[cH:32][cH:31][c:25]([CH2:26][C:27]([O:29][CH3:30])=[O:28])[cH:24]2)[cH:21][c:18]([O:19][CH3:20])[cH:17][cH:16]1>>O=C([NH:3][CH2:4][c:5]1[cH:6][cH:7][cH:8][cH:9][cH:10]1)[N:13]([CH2:14][c:15]1[c:22](-[c:23]2[c:33]([O:34][CH3:35])[cH:32][cH:31][c:25]([CH2:26][C:27]([O:29][CH3:30])=[O:28])[cH:24]2)[cH:21][c:18]([O:19][CH3:20])[cH:17][cH:16]1)[CH2:12][CH3:11]"
23626,"O=C=[N:3][S:4](=[O:13])(=[O:12])[c:5]1[cH:11][cH:10][c:8]([CH3:9])[cH:7][cH:6]1.[CH3:14][CH:15]1[N:19]([CH:20]([c:27]2[cH:32][cH:31][cH:30][cH:29][cH:28]2)[c:21]2[cH:26][cH:25][cH:24][cH:23][cH:22]2)[NH:18][C:16]1=[O:17]>>O=C([NH:3][S:4](=[O:12])(=[O:13])[c:5]1[cH:6][cH:7][c:8]([CH3:9])[cH:10][cH:11]1)[N:18]1[N:19]([CH:20]([c:21]2[cH:26][cH:25][cH:24][cH:23][cH:22]2)[c:27]2[cH:32][cH:31][cH:30][cH:29][cH:28]2)[CH:15]([CH3:14])[C:16]1=[O:17]"
23632,"Br[C:2]1[CH2:17][CH2:16][C:14](=[O:15])[C:3]=1[c:4]1[cH:13][cH:12][c:7]([C:8]([CH3:11])([CH3:10])[CH3:9])[cH:6][cH:5]1.[CH3:18][C:19]([O:22][C:23]([NH:25][c:26]1[cH:40][cH:39][c:29](B2OC(C)(C)C(C)(C)O2)[cH:28][cH:27]1)=[O:24])([CH3:21])[CH3:20]>C1COCCO1.CCOC(=O)C.ClCCl.Cl[Pd]Cl.O=C([O-])[O-].[Fe+2].[K+].[K+].O.c1ccc(P([c-]2cccc2)c2ccccc2)cc1.c1ccc(P([c-]2cccc2)c2ccccc2)cc1>[CH3:21][C:19]([O:22][C:23](=[O:24])[NH:25][c:26]1[cH:40][cH:39][c:29]([C:2]2[CH2:17][CH2:16][C:14](=[O:15])[C:3]=2[c:4]2[cH:13][cH:12][c:7]([C:8]([CH3:11])([CH3:10])[CH3:9])[cH:6][cH:5]2)[cH:28][cH:27]1)([CH3:18])[CH3:20]"
23644,"I[c:2]1[cH:18][cH:17][cH:16][c:15]2[c:3]1[n:4][cH:5][n:6]2[CH2:7][O:8][CH2:9][CH2:10][Si:11]([CH3:14])([CH3:13])[CH3:12].[O-][S:20]([c:22]1[cH:38][c:37]2[c:25]([cH:26][c:27]([cH:35][cH:36]2)-[c:28]2[cH:34][cH:33][c:31]([F:32])[cH:30][cH:29]2)[cH:24][cH:23]1)=[O:21]>[Na+]>[O:21]=[S:20]([c:22]1[cH:38][c:37]2[c:25]([cH:26][c:27]([cH:35][cH:36]2)-[c:28]2[cH:34][cH:33][c:31]([F:32])[cH:30][cH:29]2)[cH:24][cH:23]1)(=O)[c:2]1[cH:18][cH:17][cH:16][c:15]2[c:3]1[n:4][cH:5][n:6]2[CH2:7][O:8][CH2:9][CH2:10][Si:11]([CH3:14])([CH3:13])[CH3:12]"
23656,"Cl[c:2]1[n:23][n:22]2[c:18]([n:19][cH:20][cH:21]2)[c:4]([NH:5][c:6]2[n:17][c:10]([N:11]3[CH2:16][CH2:15][CH2:14][CH:12]3[CH3:13])[cH:9][cH:8][cH:7]2)[cH:3]1.OB([c:27]1[cH:32][cH:31][cH:30][cH:29][cH:28]1)O>C1OCCOC1.CC(c1cc(C(C)C)c(-c2c(P(C3CCCCC3)C3CCCCC3)cccc2)c(C(C)C)c1)C.CO.Cl.O.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C([O-])[O-].[K+].[K+].[Pd].[Pd]>[n:23]1[c:2](-[c:27]2[cH:32][cH:31][cH:30][cH:29][cH:28]2)[cH:3][c:4]([NH:5][c:6]2[n:17][c:10]([N:11]3[CH2:16][CH2:15][CH2:14][CH:12]3[CH3:13])[cH:9][cH:8][cH:7]2)[c:18]2[n:19][cH:20][cH:21][n:22]12"
23687,"[CH3:1][C:2]1([O:38][c:9]2[c:10]([cH:14][c:15]([cH:37][c:8]2[C:5]([CH3:7])([CH3:6])[CH2:4]1)[C:16]([O:18][c:19]1[cH:36][cH:35][c:22]([CH:23]=[CH:24][C:25]([O:27]Cc2ccccc2)=[O:26])[cH:21][cH:20]1)=[O:17])[CH:11]([CH3:13])[CH3:12])[CH3:3]>CC(O)=O.CC([O-])=O.CC([O-])=O.CCN(CC)CC.C[SiH](C(C)(C)C)C.ClCCl.C1COCC1.O.[Pd+2]>[CH3:1][C:2]1([O:38][c:9]2[c:10]([cH:14][c:15]([cH:37][c:8]2[C:5]([CH3:6])([CH3:7])[CH2:4]1)[C:16](=[O:17])[O:18][c:19]1[cH:20][cH:21][c:22]([CH:23]=[CH:24][C:25]([OH:27])=[O:26])[cH:35][cH:36]1)[CH:11]([CH3:13])[CH3:12])[CH3:3]"
23691,"O=C=[N:3][c:4]1[cH:16][c:8]([O:9][c:10]2[cH:15][cH:14][cH:13][cH:12][cH:11]2)[cH:7][cH:6][cH:5]1.[CH3:17][C:18]([c:21]1[n:33][c:26](-[c:27]2[cH:32][cH:31][cH:30][cH:29][cH:28]2)[c:24]([NH2:25])[cH:23][n:22]1)([CH3:20])[CH3:19]>Cl>O=C([NH:3][c:4]1[cH:16][c:8]([O:9][c:10]2[cH:11][cH:12][cH:13][cH:14][cH:15]2)[cH:7][cH:6][cH:5]1)[NH:25][c:24]1[c:26](-[c:27]2[cH:28][cH:29][cH:30][cH:31][cH:32]2)[n:33][c:21]([C:18]([CH3:17])([CH3:19])[CH3:20])[n:22][cH:23]1"
23702,"O=C=[N:3][C:4]([c:6]1[cH:11][cH:10][cH:9][cH:8][cH:7]1)=[O:5].[OH:12][CH2:13][CH2:14][CH2:15][c:16]1[n:20][cH:19][nH:18][cH:17]1>CC#N.Cl>O=C([O:12][CH2:13][CH2:14][CH2:15][c:16]1[n:20][cH:19][nH:18][cH:17]1)[NH:3][C:4]([c:6]1[cH:7][cH:8][cH:9][cH:10][cH:11]1)=[O:5]"
23708,"CCC(NC/C=[C:8]1/[c:16]2[c:11]([n:12][cH:13][c:14]3[O:19][CH2:18][CH2:17][c:15]32)[CH2:10][CH2:9]/1)=O>CO.C.[Pd]>O=C(NCC[CH:8]1[c:16]2[c:11]([n:12][cH:13][c:14]3[O:19][CH2:18][CH2:17][c:15]32)[CH2:10][CH2:9]1)CC"
23722,"Br[C:2]1[CH2:34][CH:5]([CH2:6][CH2:7][CH2:8][CH2:9][N:10]2[CH2:33][CH2:32][CH2:31][c:12]3[n:13][c:14]([c:22]([n:30][c:11]23)-[c:23]2[cH:29][cH:28][c:26]([CH3:27])[cH:25][cH:24]2)-[c:15]2[cH:21][cH:20][c:18]([CH3:19])[cH:17][cH:16]2)[O:4][N:3]=1.[CH3:35][O-:36]>CO.[Na+]>[CH2:34]1[CH:5]([CH2:6][CH2:7][CH2:8][CH2:9][N:10]2[CH2:33][CH2:32][CH2:31][c:12]3[n:13][c:14]([c:22]([n:30][c:11]23)-[c:23]2[cH:29][cH:28][c:26]([CH3:27])[cH:25][cH:24]2)-[c:15]2[cH:21][cH:20][c:18]([CH3:19])[cH:17][cH:16]2)[O:4][N:3]=[C:2]1[O:36][CH3:35]"
23751,"O=C=[N:3][c:4]1[cH:13][c:9]([N+:10]([O-:12])=[O:11])[c:7]([F:8])[cH:6][cH:5]1.[NH2:14][c:15]1[cH:24][c:19]([C:20]([F:23])([F:22])[F:21])[cH:18][cH:17][cH:16]1>ClCCl>O=C([NH:3][c:4]1[cH:13][c:9]([N+:10]([O-:12])=[O:11])[c:7]([F:8])[cH:6][cH:5]1)[NH:14][c:15]1[cH:24][c:19]([C:20]([F:21])([F:22])[F:23])[cH:18][cH:17][cH:16]1"
23773,"O=C=[N:3][c:4]1[cH:11][cH:10][c:7]([O:8][CH3:9])[cH:6][cH:5]1.[CH3:12][CH2:13][C:14]([c:16]1[c:22]([O:23][CH2:24][c:25]2[cH:33][cH:32][c:28]([CH:29]([CH3:31])[CH3:30])[cH:27][cH:26]2)[cH:21][cH:20][c:18]([NH2:19])[cH:17]1)=[O:15]>C1COCC1>O=C([NH:3][c:4]1[cH:5][cH:6][c:7]([O:8][CH3:9])[cH:10][cH:11]1)[NH:19][c:18]1[cH:20][cH:21][c:22]([O:23][CH2:24][c:25]2[cH:26][cH:27][c:28]([CH:29]([CH3:30])[CH3:31])[cH:32][cH:33]2)[c:16]([C:14](=[O:15])[CH2:13][CH3:12])[cH:17]1"
23832,"O[C@@H](C(c1ccccc1)(F)F)/C=[CH:4]/[C@H:5]1[CH2:22][CH2:21][C:19](=[O:20])[N:6]1[CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][C:13](=[O:18])[O:14][CH:15]([CH3:17])[CH3:16]>CO.[Pd]>FC([C@H](O)C[CH2:4][C@H:5]1[CH2:22][CH2:21][C:19](=[O:20])[N:6]1[CH2:7][CH2:8][CH2:9][CH2:10][CH2:11][CH2:12][C:13](=[O:18])[O:14][CH:15]([CH3:16])[CH3:17])(c1ccccc1)F"
23878,"N#[C:2][c:3]1[cH:10][c:8]([Cl:9])[c:6]([CH3:7])[cH:5][cH:4]1>C1COCC1.O.[Al+3].[H-].[H-].[H-].[H-].[Li+].[Na+].[OH-]>N[CH2:2][c:3]1[cH:10][c:8]([Cl:9])[c:6]([CH3:7])[cH:5][cH:4]1"
23888,"C=O.[CH3:3][CH2:4][CH2:5][O:6][CH:7]([C:9]([c:11]1[cH:17][cH:16][c:14]([Cl:15])[cH:13][cH:12]1)=[O:10])[CH3:8]>CCN(CC)CC.C[N+](Cc1ccccc1)(C)C.[OH-].c1ccncc1>[CH2:8](O)[C:7]([C:9]([c:11]1[cH:12][cH:13][c:14]([Cl:15])[cH:16][cH:17]1)=[O:10])(C)[O:6][CH2:5][CH2:4][CH3:3]"
23934,"C(=[CH:5]/[c:6]1[cH:31][c:11]([C:12]2([N:30]=[C:28]([NH2:29])[N:26]([CH3:27])[C:24]2=[O:25])[c:13]2[cH:23][cH:22][c:16]([O:17][S:18](=[O:21])(=[O:20])[CH3:19])[cH:15][cH:14]2)[cH:10][cH:9][c:7]1[F:8])\C1CC1>CCOC(C)=O.[Pd]>C1CC1C[CH2:5][c:6]1[cH:31][c:11]([C:12]2([N:30]=[C:28]([NH2:29])[N:26]([CH3:27])[C:24]2=[O:25])[c:13]2[cH:23][cH:22][c:16]([O:17][S:18](=[O:21])(=[O:20])[CH3:19])[cH:15][cH:14]2)[cH:10][cH:9][c:7]1[F:8]"
23962,"[CH3:1][CH:2]([O:4][c:5]1[cH:19][cH:18][c:9](-[c:10]2[c:16]([NH2:17])[cH:15][c:13](Cl)[n:12][cH:11]2)[cH:8][c:6]1[F:7])[CH3:3].[CH2:20]1[NH:25][CH2:24][CH2:23][O:22][CH2:21]1>CC(c1cc(C(C)C)c(-c2c(P(C3CCCCC3)C3CCCCC3)cccc2)c(C(C)C)c1)C.C[Si]([N-][Si](C)(C)C)(C)C.O.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1.C1COCC1.[Li+].[Pd].[Pd]>[CH3:1][CH:2]([O:4][c:5]1[cH:19][cH:18][c:9](-[c:10]2[c:16]([NH2:17])[cH:15][c:13]([N:25]3[CH2:20][CH2:21][O:22][CH2:23][CH2:24]3)[n:12][cH:11]2)[cH:8][c:6]1[F:7])[CH3:3]"
23970,"CC1(C(C)(C)OB([c:6]2[cH:12][n:10]([CH3:11])[n:9][c:7]2[CH3:8])O1)C.[CH3:17][Si:18]([CH2:21][CH2:22][O:23][CH2:24][n:25]1[c:36]2[c:30]([n:31][c:32]([cH:34][n:35]2)Br)[c:27]([CH:28]=[O:29])[cH:26]1)([CH3:20])[CH3:19]>CCOC(=O)C.Cc1ccccc1.Cl[Pd]Cl.O.O=P([O-])([O-])[O-].CCO.[Cl-].[K+].[K+].[K+].[Li+].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1>[CH3:20][Si:18]([CH2:21][CH2:22][O:23][CH2:24][n:25]1[c:36]2[c:30]([n:31][c:32]([cH:34][n:35]2)-[c:6]2[cH:12][n:10]([CH3:11])[n:9][c:7]2[CH3:8])[c:27]([CH:28]=[O:29])[cH:26]1)([CH3:17])[CH3:19]"
24006,"CN1CCN(CC#[C:8][c:9]2[cH:15][c:14]3[CH2:16][N:17]([C:30](=[O:31])[c:13]3[c:11]([CH3:12])[cH:10]2)[CH2:18][c:19]2[cH:29][cH:28][c:22]([O:23][C:24]([F:27])([F:26])[F:25])[cH:21][cH:20]2)CC1>CO.ClC(Cl)Cl.OCC.C.[H][H].[Pd]>CN1CCN(CC[CH2:8][c:9]2[cH:15][c:14]3[CH2:16][N:17]([C:30](=[O:31])[c:13]3[c:11]([CH3:12])[cH:10]2)[CH2:18][c:19]2[cH:29][cH:28][c:22]([O:23][C:24]([F:26])([F:27])[F:25])[cH:21][cH:20]2)CC1"
24018,"CCOC(/C=[CH:7]/[c:8]1[n:15]([CH2:16][c:17]2[c:26]([Cl:27])[cH:25][c:20]([C:21]([F:24])([F:23])[F:22])[cH:19][cH:18]2)[n:14][c:10]([CH:11]([CH3:13])[CH3:12])[cH:9]1)=O>C.C1COCC1.[Pd]>O=C(OCC)C[CH2:7][c:8]1[n:15]([CH2:16][c:17]2[c:26]([Cl:27])[cH:25][c:20]([C:21]([F:22])([F:24])[F:23])[cH:19][cH:18]2)[n:14][c:10]([CH:11]([CH3:13])[CH3:12])[cH:9]1"
24150,"O=C=[N:3][c:4]1[s:9][cH:8][c:6]([CH3:7])[cH:5]1.[CH3:10][CH2:11][CH2:12][CH2:13][CH2:14][CH2:15][CH2:16][N:17]=[C:18]([S:27][CH2:28][CH3:29])[NH:19][CH2:20][CH2:21][CH2:22][CH2:23][CH2:24][CH2:25][CH3:26]>CCN(CC)CC.ClCCl>O=C([NH:3][c:4]1[s:9][cH:8][c:6]([CH3:7])[cH:5]1)[N:19]([CH2:20][CH2:21][CH2:22][CH2:23][CH2:24][CH2:25][CH3:26])[C:18]([S:27][CH2:28][CH3:29])=[N:17][CH2:16][CH2:15][CH2:14][CH2:13][CH2:12][CH2:11][CH3:10]"
24238,"O=C=[N:3][c:4]1[cH:11][cH:10][cH:9][cH:8][c:5]1[O:6][CH3:7].[NH2:12][c:13]1[cH:18][c:17]2[CH2:19][c:20]3[n:29]4[c:25]([n:26][cH:27][cH:28]4)[c:23](=[O:24])[nH:22][c:21]3-[c:16]2[cH:15][cH:14]1>CCN(CC)CC.Cl>O=C([NH:12][c:13]1[cH:18][c:17]2[CH2:19][c:20]3[n:29]4[c:25]([n:26][cH:27][cH:28]4)[c:23](=[O:24])[nH:22][c:21]3-[c:16]2[cH:15][cH:14]1)[NH:3][c:4]1[cH:11][cH:10][cH:9][cH:8][c:5]1[O:6][CH3:7]"
24273,"S=C=[N:3][CH2:4][CH2:5][S:6][CH2:7][c:8]1[o:16][c:11]([CH2:12][N:13]([CH3:15])[CH3:14])[cH:10][cH:9]1.[CH3:17][N:18]([CH2:20][c:21]1[cH:31][c:25]([O:26][CH2:27][CH2:28][CH2:29][NH2:30])[cH:24][cH:23][cH:22]1)[CH3:19]>CC#N>S=C([NH:30][CH2:29][CH2:28][CH2:27][O:26][c:25]1[cH:31][c:21]([CH2:20][N:18]([CH3:19])[CH3:17])[cH:22][cH:23][cH:24]1)[NH:3][CH2:4][CH2:5][S:6][CH2:7][c:8]1[o:16][c:11]([CH2:12][N:13]([CH3:14])[CH3:15])[cH:10][cH:9]1"
24305,"O=C=[N:3][C:4]12[CH2:13][CH:8]3[CH2:9][CH:10]([CH2:12]1)[CH2:11][CH:6]([CH2:7]3)[CH2:5]2.[NH2:14][CH2:15][c:16]1[s:20][cH:19][cH:18][cH:17]1>ClCCl>O=C([NH:3][C:4]12[CH2:5][CH:6]3[CH2:7][CH:8]([CH2:13]1)[CH2:9][CH:10]([CH2:11]3)[CH2:12]2)[NH:14][CH2:15][c:16]1[s:20][cH:19][cH:18][cH:17]1"
24329,"CC1(C(C)(C)OB([c:6]2[c:20]3[cH:21][c:22]([cH:24][n:25][c:19]3[n:8]([S:9](=[O:18])(=[O:17])[c:10]3[cH:16][cH:15][c:13]([CH3:14])[cH:12][cH:11]3)[cH:7]2)[Cl:23])O1)C.[O:30]=[C:31]([NH:43][CH2:44][C:45]([F:48])([F:47])[F:46])[CH2:32][n:33]1[c:42]2[c:36]([n:37][cH:38][c:39]([n:41]2)Cl)[cH:35][cH:34]1>CCOC(=O)C.CN(C=O)C.Cl[Pd]Cl.O=C(O)[O-].[Fe+2].[Na+].c1ccc(P([c-]2cccc2)c2ccccc2)cc1.c1ccc(P([c-]2cccc2)c2ccccc2)cc1>[n:37]1[cH:38][c:39](-[c:6]2[c:20]3[cH:21][c:22]([cH:24][n:25][c:19]3[n:8]([S:9](=[O:17])(=[O:18])[c:10]3[cH:16][cH:15][c:13]([CH3:14])[cH:12][cH:11]3)[cH:7]2)[Cl:23])[n:41][c:42]2[n:33]([cH:34][cH:35][c:36]12)[CH2:32][C:31]([NH:43][CH2:44][C:45]([F:46])([F:47])[F:48])=[O:30]"
24362,"O=C=[N:3][C:4]([c:7]1[cH:12][cH:11][cH:10][cH:9][cH:8]1)([CH3:6])[CH3:5].[CH3:13][CH2:14][CH2:15][CH2:16][C:17]1[CH:23]([c:24]2[cH:29][cH:28][cH:27][cH:26][cH:25]2)[C:20]([CH3:22])([CH3:21])[NH:19][N:18]=1>CCN(CC)CC.Cc1ccccc1>O=C([N:19]1[C:20]([CH3:22])([CH3:21])[CH:23]([c:24]2[cH:25][cH:26][cH:27][cH:28][cH:29]2)[C:17]([CH2:16][CH2:15][CH2:14][CH3:13])=[N:18]1)[NH:3][C:4]([c:7]1[cH:8][cH:9][cH:10][cH:11][cH:12]1)([CH3:5])[CH3:6]"
24390,"[CH3:1][CH2:2][O:3][C:4]([C:6]([c:9]1[cH:39][cH:38][c:12]([C:13]([CH2:15][CH2:16][CH2:17][N:18]2[CH2:37][CH2:36][CH:21]([C:22]([c:30]3[cH:35][cH:34][cH:33][cH:32][cH:31]3)(c3ccccc3)[OH:23])[CH2:20][CH2:19]2)=O)[cH:11][cH:10]1)([CH3:8])[CH3:7])=[O:5]>C1CCCO1.OO.O>O[C@@H:13]([CH2:15][CH2:16][CH2:17][N:18]1[CH2:37][CH2:36][CH:21]([C:22]([c:9]2[cH:39][cH:38][cH:12][cH:11][cH:10]2)([c:30]2[cH:31][cH:32][cH:33][cH:34][cH:35]2)[OH:23])[CH2:20][CH2:19]1)[c:12]1[cH:11][cH:10][c:9]([C:6]([CH3:8])([CH3:7])[C:4]([O:3][CH2:2][CH3:1])=[O:5])[cH:39][cH:38]1"
24403,"O=C=[N:3][c:4]1[cH:12][cH:11][c:7]([N+:8]([O-:10])=[O:9])[cH:6][cH:5]1.[NH2:13][C@H:14]([C:19]([OH:21])=[O:20])[CH2:15][C:16]([OH:18])=[O:17]>[Na+].[OH-].O.c1ccccc1>C([NH:3][c:4]1[cH:5][cH:6][c:7]([N+:8]([O-:10])=[O:9])[cH:11][cH:12]1)(=O)[NH:13][C@H:14]([C:19]([OH:21])=[O:20])[CH2:15][C:16]([OH:18])=[O:17]"
24420,"[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][N:7]=C=O.[CH3:10][c:11]1[c:21](=[O:22])[n:16]([CH2:17][CH:18]2[CH2:20][CH2:19]2)[c:14](=[O:15])[nH:13][cH:12]1>>[CH3:1][CH2:2][CH2:3][CH2:4][CH2:5][CH2:6][NH:7]C(=O)[n:13]1[cH:12][c:11]([CH3:10])[c:21](=[O:22])[n:16]([CH2:17][CH:18]2[CH2:20][CH2:19]2)[c:14]1=[O:15]"
24441,"O=C=[N:3][c:4]1[c:10]([C:11]([F:14])([F:13])[F:12])[cH:9][c:7]([F:8])[cH:6][cH:5]1.[CH3:15][Si:16]([CH2:19][CH2:20][O:21][CH2:22][n:23]1[c:49]2[c:26]([c:27]([n:46][cH:47][n:48]2)-[c:28]2[cH:45][n:31]([C:32]3([CH2:44][N:37]([CH:38]4[CH2:43][CH2:42][NH:41][CH2:40][CH2:39]4)[CH2:36]3)[CH2:33][C:34]#[N:35])[n:30][cH:29]2)[cH:25][cH:24]1)([CH3:18])[CH3:17]>C1COCC1.CCN(CC)CC.Cl.Cl.Cl>O=C([NH:3][c:4]1[c:10]([C:11]([F:12])([F:13])[F:14])[cH:9][c:7]([F:8])[cH:6][cH:5]1)[N:41]1[CH2:42][CH2:43][CH:38]([N:37]2[CH2:36][C:32]([CH2:33][C:34]#[N:35])([n:31]3[cH:45][c:28](-[c:27]4[n:46][cH:47][n:48][c:49]5[c:26]4[cH:25][cH:24][n:23]5[CH2:22][O:21][CH2:20][CH2:19][Si:16]([CH3:17])([CH3:18])[CH3:15])[cH:29][n:30]3)[CH2:44]2)[CH2:39][CH2:40]1"
24458,"Cl[c:2]1[n:13][c:11]([Cl:12])[cH:10][c:4]([N:5]2[CH2:9][CH2:8][CH2:7][CH2:6]2)[cH:3]1.[NH2:14][c:15]1[cH:25][cH:24][c:18]([O:19][C:20]([F:23])([F:22])[F:21])[cH:17][cH:16]1>CC([O-])=O.CC([O-])(C)C.O.O=C([O-])C.[K+].[Pd+2].c1cccc(C)c1.c1ccc(P(c2c(-c3c4c(cccc4)ccc3P(c3ccccc3)c3ccccc3)c3c(cccc3)cc2)c2ccccc2)cc1>[NH:14]([c:2]1[n:13][c:11]([Cl:12])[cH:10][c:4]([N:5]2[CH2:9][CH2:8][CH2:7][CH2:6]2)[cH:3]1)[c:15]1[cH:25][cH:24][c:18]([O:19][C:20]([F:21])([F:22])[F:23])[cH:17][cH:16]1"
24460,"[CH3:1][O:2][c:3]1[c:17](/[CH:18]=C/c2c[n]cc(N)c2)[cH:16][c:6]([NH:7][c:8]2[c:14]([Cl:15])[cH:13][n:12][c:10]([Cl:11])[n:9]2)[cH:5][cH:4]1>C1COCC1.CC([O-])=O.CCOC(=O)C.COCCOC.O.[Na+]>Nc1c[n]cc(C[CH2:18][c:17]2[cH:16][c:6]([NH:7][c:8]3[c:14]([Cl:15])[cH:13][n:12][c:10]([Cl:11])[n:9]3)[cH:5][cH:4][c:3]2[O:2][CH3:1])c1"
